drug,file,lab,comment
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3519425.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3528174.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3530623.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3531869.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3535282.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3539214.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3548408.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3556989.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3557459.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3565601.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3566570.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3569094.xml,1,the transcriptional upregulation of the larger subunit rrm1 has been consistently observed as pancreatic cancer cell lines acquire gemcitabine resistance 2050
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3577930.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3579672.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3586771.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3587047.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3587285.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3594422.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3594775.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3596004.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3600638.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3609912.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3612132.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3625515.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3626291.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3645501.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3646633.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3658140.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3662302.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3664263.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3665739.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3666559.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3687010.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3700345.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3707985.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3711471.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3718868.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3732037.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3745540.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3745766.xml,1,association of gene polymorphisms with outcomesingle nucleotide polymorphisms in rrm1 cda cox 2 and vegf were performed on blood samples from 30 patients treated with the combination of gemcitabine and sorafenib
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3746039.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3760728.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3766350.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769474.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3769691.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3772720.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3777243.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3777527.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3786260.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3786603.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3790646.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3795429.xml,1,other key targets of gemcitabine cytotoxicity are ribonucleotide reductase \( rrm1 rrm2 \) and thymidylate synthase \( tyms \) that are inhibited by dfdcdp and dfdump respectively
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3807042.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3807128.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3808178.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3809102.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3816713.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3828072.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3830586.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3831620.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3833077.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3834036.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3838434.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3838792.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3839293.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3839670.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3849112.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3854493.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3858536.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3859458.xml,1,a recently published randomized international phase iii trial of ercc1 and rrm1 expression based chemotherapy versus gemcitabine carboplatin in advanced nsclc 14 was the first to study the chemotherapy selection based on marker status
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3865855.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3865930.xml,1,retrospectively analyzed the expression of rrm1 mrna in tumors of 100 patients treated on a phase iii trial evaluating different chemotherapy regimens including cisplatin gemcitabine \( rosell et al
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3867126.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3869895.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3872994.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3873637.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3873769.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3878438.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3882166.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3891887.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3894829.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3900023.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3903791.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3904291.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3914216.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3914720.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3916783.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3918440.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3923586.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3926217.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3926865.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3930610.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3946897.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3954568.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3955198.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3955845.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3963026.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3977741.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3985381.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3994669.xml,0,none
gemcitabine,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3997614.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3023309.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3043603.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3109090.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3139698.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3164240.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3175015.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3204388.xml,1,to confirm that the effects of fulvestrant were through action on er we knocked down esr1 \( er \) expression using sirna
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3206206.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3215586.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3232249.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3276743.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3288546.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3318954.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3342929.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3400326.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3454467.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3516907.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3549632.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3573351.xml,1,14 31 in the present studies single agent antitumor activity with fulvestrant in vitro was modest but was observed more frequently in nsclc lines with increased esr1 gene expression
fulvestrant,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3587179.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3693579.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3698880.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3701722.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3703951.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3711713.xml,1,since er can function as a transcriptional activator or repressor we decreased er expression using esr1 sirna to mimic fulvestrant s effects on er levels
fulvestrant,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3720234.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3851293.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3924782.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3951300.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3951894.xml,0,none
fulvestrant,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3956595.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3031764.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3071588.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3085095.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3103760.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3124118.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3138400.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3193573.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3230662.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3248744.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3260795.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3278799.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3361735.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3363969.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3384743.xml,1,in contrast lovastatin treated animals had a fourfold increase in hmgcr gene expression compared to animals receiving the control diet \( figure 6 \)
lovastatin,PMC003XXXXXX.xml\PMC0033XXXXX\PMC3394887.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3405173.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3518583.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3571729.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3597444.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3607361.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3664397.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3681953.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3725333.xml,1,thus we used lovastatin to inhibit hmg coa reductase \( hmgcr \) which is a rate limiting enzyme in cholesterol biosynthesis
lovastatin,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3767773.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3804112.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3816391.xml,0,discussionin this study we have shown that the hmgcoa reductase inhibitor lovastatin can inhibit disease in an animal model of posterior uveitis through mechanisms that are independent of their cholesterol lowering effects
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3831156.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3844542.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3844545.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3855339.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3900031.xml,0,none
lovastatin,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3919553.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3047603.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0030XXXXX\PMC3090255.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3161066.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3171567.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3177006.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0031XXXXX\PMC3185163.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0032XXXXX\PMC3253818.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3415705.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3444817.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3445625.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3449061.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3463372.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0034XXXXX\PMC3471149.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3508523.xml,1,the demonstration that abiraterone acetate a cyp17a1 inhibitor that potently suppresses adrenal and intratumoral steroid biosynthesis increases overall survival in men with metastatic crpc who have previously received chemotherapy lends support to the rationale of suppressing ar reactivation in crpc \( 5 \)
abiraterone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3513706.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3535569.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3657705.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3683570.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3685202.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3685485.xml,1,preliminary evidence suggests that abiraterone resistant pcas overexpress cyp17a1 and other steroidogenic transcripts \( including star cyp11a1 hsd3b1 and akr1c3 \) \( 24 \) suggesting maintenance of capacity for in situ steroidogenesis as a potential mechanism of treatment failure
abiraterone,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3689308.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3743247.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3788593.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3795898.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3840533.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3845876.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3845877.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3845878.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3845898.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0038XXXXX\PMC3866616.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3904375.xml,0,none
abiraterone,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3908870.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0035XXXXX\PMC3549295.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3643999.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0036XXXXX\PMC3654101.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0037XXXXX\PMC3752683.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3943738.xml,0,none
trametinib,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3947296.xml,1,an acquired mek2q60p mutation confers resistance to raf mek inhibitionwes of the resistant tumor from patient 1 revealed a mutation in mek2 \( map2k2 \) the downstream kinase from braf in the map kinase pathway and the target of trametinib \( figure 1a left panel \)
trametinib,PMC003XXXXXX.xml\PMC0039XXXXX\PMC3956616.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4000239.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4000735.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4002667.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4004336.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4005417.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4009980.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4010950.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4011968.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4012535.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4019941.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4020015.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4020517.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4022599.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4029157.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4029164.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4030546.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4036826.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4038085.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4039021.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4041842.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4041853.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4042247.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4053474.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4053505.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4056251.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4059508.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4063276.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4063452.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4072807.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4074410.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4077287.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4077349.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4078729.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4078889.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4079040.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4079842.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4079909.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4083823.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4090310.xml,1,conversely in breast cancers amplification of top2a which is on the same locus as her2 contributes to the efficacy of doxorubicin 21
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4090709.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4091047.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0040XXXXX\PMC4092053.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4105175.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4107050.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4107449.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4108511.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4108566.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4110111.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4112820.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4116480.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4120881.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4122266.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4122268.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4122299.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4124740.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4124822.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4124885.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4126419.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4127335.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4128173.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4128631.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4128961.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4129958.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4131675.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4132883.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4133411.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4134692.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4134715.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4137783.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4138219.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4139011.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4139059.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4145842.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4146642.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4146714.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4149315.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4152557.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4157068.xml,0,none
doxorubicin,PMC004XXXXXX.xml\PMC0041XXXXX\PMC4159411.xml,0,none
